CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Florida Governor: Scott vs. Crist
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Connecticut Governor: Foley vs. Malloy
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 California Governor: Kashkari vs. Brown
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Wisconsin Governor: Walker vs. Burke
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Arizona Governor: Ducey vs. DuVal
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Wyoming Senate: Enzi vs. Hardy
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Wyoming Governor: Mead vs. Gosar
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 West Virginia Senate: Capito vs. Tennant
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Virginia Senate: Gillespie vs. Warner
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Texas Senate: Cornyn vs. Alameel
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Texas Governor: Abbott vs. Davis
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Tennessee Senate: Alexander vs. Ball
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Tennessee Governor: Haslam vs. Brown
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 South Dakota Senate: Rounds vs. Weiland
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 South Dakota Governor: Daugaard vs. Wismer
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 South Carolina Senate: Graham vs. Hutto
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 South Carolina Senate: Scott vs. Dickerson
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 South Carolina Governor: Haley vs. Sheheen
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Rhode Island Senate: Zaccaria vs. Reed
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Rhode Island Gubernatorial GE
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Oregon Senate: Wehby vs. Merkley
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Oregon Governor: Richardson vs. Kitzhaber
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Oklahoma Senate: Lankford vs. Johnson
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Oklahoma Senate: Inhofe vs. Silverstein
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Oklahoma Governor: Fallin vs. Dorman
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 New Mexico Senate: Weh vs. Udall
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 New Mexico Governor: Martinez vs. King
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 New Jersey Senate: Bell vs. Booker
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 New Hampshire Senate: Brown vs. Shaheen
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 New Hampshire Governor: Havenstein vs. Hassan
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Nebraska Senate: Sasse vs. Domina
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Nebraska Governor: Ricketts vs. Hassebrook
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 North Carolina Senate: Tillis vs. Hagan
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Montana Senate: Daines vs. Curtis
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Mississippi Senate: Cochran vs. Childers
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Minnesota Senate: McFadden vs. Franken
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Minnesota Governor: Johnson vs. Dayton
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Michigan Senate: Land vs. Peters
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Michigan Governor: Snyder vs. Schauer
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Maine Senate: Collins vs. Bellows
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Maine Governor: LePage vs. Michaud vs. Cutler
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Massachusetts Governor: Baker vs. Coakley
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Massachusetts Senate GE
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Louisiana Senate Primary
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Illinois Senate: Oberweis vs. Durbin
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Illinois Governor: Rauner vs. Quinn
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Idaho Senate: Risch vs. Mitchell
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Idaho Governor: Otter vs. Balukoff
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Iowa Senate: Ernst vs. Braley
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Iowa Governor: Branstad vs. Hatch
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Hawaii Senate: Cavasso vs. Schatz
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Hawaii Governor: Aiona vs. Ige
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Georgia Senate: Perdue vs. Nunn
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Georgia Governor: Deal vs. Carter
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Delaware Senate: Wade vs. Coons
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Alabama Senate GE
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Alabama Governor: Bentley vs. Griffith
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Alaska Senate: Sullivan vs. Begich
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Kentucky Senate: McConnell vs. Grimes
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Colorado Senate: Gardner vs. Udall
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Colorado Governor: Beauprez vs. Hickenlooper
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Arkansas Senate: Cotton vs. Pryor
CBS/NYT/YouGov,2014,8/18 - 9/02,2014 Arkansas Governor: Hutchinson vs. Ross
Harper (R),2014,8/19 - 8/20,2014 Arizona Gubernatorial Republican Primary
SurveyUSA/KSTP-TV,2014,8/19 - 8/21,2014 Minnesota Governor: Johnson vs. Dayton
SurveyUSA/KSTP-TV,2014,8/19 - 8/21,2014 Minnesota Senate: McFadden vs. Franken
SurveyUSA/WFLA-TV,2014,8/19 - 8/21,2014 Florida Governor Democratic Primary
North Star Opinion Research (R-Alexander),2014,8/19 - 8/22,2014 Tennessee Senate Republican Primary
Rasmussen,2014,8/19 - 8/25,2014 National House Race
Rasmussen,2014,8/20 - 8/21,2014 Wyoming Governor: Mead vs. Gosar
Rasmussen,2014,8/20 - 8/21,2014 Alaska Governor: Parnell vs. Mallott
Landmark (R),2014,8/20 - 8/21,2014 Georgia Governor: Deal vs. Carter
Landmark (R),2014,8/20 - 8/21,2014 Georgia Senate: Perdue vs. Nunn
Rasmussen,2014,8/20 - 8/21,2014 Alaska Senate: Sullivan vs. Begich
Rasmussen,2014,8/20 - 8/21,2014 Wyoming Senate: Enzi vs. Hardy
Rasmussen,2014,8/20 - 8/21,2014 West Virginia Senate: Capito vs. Tennant
Hays Research/Walker (I),2014,8/20 - 8/22,2014 Alaska Governor: Parnell vs. Walker
SurveyUSA/KSN-TV,2014,8/20 - 8/23,2014 Kansas Governor: Brownback vs. Davis
SurveyUSA/KSN-TV,2014,8/20 - 8/23,2014 Kansas Senate: Roberts vs. Taylor
SurveyUSA/KSN-TV,2014,8/20 - 8/23,2014 Kansas Senate
Pew/USA Today,2014,8/20 - 8/24,2014 National House Race
Tulchin Research (D-McKenzie),2014,8/20 - 8/24,2014 Michigan CD-11
Marquette Law School,2014,8/21 - 8/24,2014 Wisconsin Governor: Walker vs. Burke
Suffolk/Boston Herald,2014,8/21 - 8/24,2014 Massachusetts Governor Democratic Primary
Suffolk/Boston Herald,2014,8/21 - 8/24,2014 Massachusetts Gubernatorial Republican Primary
PPP (D),2014,8/22 - 8/24,2014 Iowa Governor: Branstad vs. Hatch
PPP (D),2014,8/22 - 8/24,2014 Iowa Senate: Ernst vs. Braley
EPIC-MRA,2014,8/22 - 8/25,2014 Michigan Senate: Land vs. Peters
EPIC-MRA,2014,8/22 - 8/25,2014 Michigan Governor: Snyder vs. Schauer
R.L. Repass & Partners,2014,8/22 - 8/25,2014 West Virginia Senate GE
PPP (D),2014,8/23 - 8/25,2014 Maine Governor: LePage vs. Michaud vs. Cutler
PPP (D),2014,8/23 - 8/25,2014 Maine Senate GE
PPP (D),2014,8/23 - 8/25,2014 Maine Senate GE
PPP (D),2014,8/23 - 8/25,2014 Maine Senate GE
PPP (D),2014,8/23 - 8/25,2014 Maine Senate Republican Primary
Suffolk/USA Today,2014,8/23 - 8/26,2014 Iowa Senate: Ernst vs. Braley
Suffolk/USA Today,2014,8/23 - 8/26,2014 Iowa Governor: Branstad vs. Hatch
GaPundit.com (R)/WRBL/Ledger-Enquirer/PMB,2014,8/24 - 8/25,2014 Georgia Senate: Perdue vs. Nunn
GaPundit.com (R)/WRBL/Ledger-Enquirer/PMB,2014,8/24 - 8/25,2014 Georgia Governor: Deal vs. Carter
PPP (D-Progress Now Arizona),2014,8/24 - 8/25,2014 Arizona Governor: Ducey vs. DuVal
Garin-Hart-Yang (D-Lieu),2014,8/24 - 8/26,2014 California CD-33
Harstad (D-Senate Majority PAC),2014,8/24 - 8/27,2014 Alaska Senate: Sullivan vs. Begich
GWU/Battleground,2014,8/24 - 8/28,2014 National House Race
MassINC/WBUR,2014,8/24 - 8/31,2014 Massachusetts Governor Democratic Primary
MassINC/WBUR,2014,8/24 - 8/31,2014 Massachusetts Governor: Baker vs. Coakley
MassINC/WBUR,2014,8/24 - 8/31,2014 Massachusetts Gubernatorial GE
MassINC/WBUR,2014,8/24 - 8/31,2014 Massachusetts Gubernatorial GE
MassINC/WBUR,2014,8/24 - 8/31,2014 Massachusetts Gubernatorial Republican Primary
Landmark/Rosetta Stone (R),2014,8/25 - 8/25,2014 South Carolina Senate Republican Primary
Rasmussen,2014,8/25 - 8/26,2014 Arkansas Governor: Hutchinson vs. Ross
Rasmussen,2014,8/25 - 8/26,2014 South Carolina Governor: Haley vs. Sheheen
Rasmussen,2014,8/25 - 8/26,2014 Arkansas Senate: Cotton vs. Pryor
Harper (R-Oberweis),2014,8/25 - 8/27,2014 Illinois Senate: Oberweis vs. Durbin
SurveyUSA/Courier-Journal/Herald-Leader/WHAS/WKYT,2014,8/25 - 8/27,2014 Kentucky Senate: McConnell vs. Grimes
UMass Lowell/7 News,2014,8/25 - 8/31,2014 Massachusetts Governor: Baker vs. Coakley
UMass Lowell/7 News,2014,8/25 - 8/31,2014 Massachusetts Gubernatorial GE
UMass Lowell/7 News,2014,8/25 - 8/31,2014 Massachusetts Governor Democratic Primary
Rasmussen,2014,8/25 - 8/31,2014 National House Race
Rasmussen,2014,8/26 - 9/01,2014 National House Race
Hickman (D-DSCC),2014,8/26 - 9/03,2014 Arkansas Senate: Cotton vs. Pryor
We Ask America/Chicago Sun-Times,2014,8/27 - 8/27,2014 Illinois Senate: Oberweis vs. Durbin
Mitchell Research,2014,8/27 - 8/27,2014 Michigan Governor: Snyder vs. Schauer
Mitchell Research,2014,8/27 - 8/27,2014 Michigan Senate: Land vs. Peters
SurveyUSA/WFLA-TV,2014,8/27 - 8/28,2014 Florida Governor: Scott vs. Crist
Rasmussen,2014,8/27 - 8/28,2014 Arizona Governor: Ducey vs. DuVal
Rasmussen,2014,8/27 - 8/28,2014 Oklahoma Senate: Lankford vs. Johnson
PPP (D-Weiland),2014,8/27 - 8/28,2014 South Dakota Senate: Rounds vs. Weiland
PPP (D-League of Conservation Voters),2014,8/27 - 8/28,2014 New Hampshire Senate: Brown vs. Shaheen
Frederick Polls (D-Murphy),2014,8/27 - 8/28,2014 Florida CD-18
Garin-Hart-Yang (D-McGinty),2014,8/27 - 8/29,2014 Pennsylvania Governor Democratic Primary
University of Florida/Tampa Bay Times/Bay News 9,2014,8/27 - 8/31,2014 Florida Governor: Scott vs. Crist
POS (R-American Crossroads),2014,8/27 - 9/01,2014 New Hampshire Senate: Brown vs. Shaheen
Rasmussen,2014,8/28 - 8/29,2014 Vermont Governor: Milne vs. Shumlin
SoonerPoll.com/News on 6/News 9,2014,8/28 - 8/30,2014 Oklahoma Senate: Inhofe vs. Silverstein
SoonerPoll.com/News on 6/News 9,2014,8/28 - 8/30,2014 Oklahoma Senate: Lankford vs. Johnson
PPP (D-Americans for Tax Fairness Action Fund),2014,8/28 - 8/30,2014 Iowa Senate: Ernst vs. Braley
CNN,2014,8/28 - 9/01,2014 Kentucky Senate: McConnell vs. Grimes
GQR (D-Senate Majority PAC),2014,8/28 - 9/02,2014 Louisiana Senate Primary
GQR (D-Senate Majority PAC),2014,8/28 - 9/02,2014 Louisiana Senate: Cassidy vs. Landrieu
CNN,2014,8/28 - 9/02,2014 Arkansas Senate: Cotton vs. Pryor
NBC/Marist,2014,9/01 - 9/02,2014 Arkansas Senate: Cotton vs. Pryor
NBC/Marist,2014,9/01 - 9/02,2014 Arkansas Governor: Hutchinson vs. Ross
NBC/Marist,2014,9/01 - 9/02,2014 Colorado Senate: Gardner vs. Udall
NBC/Marist,2014,9/01 - 9/02,2014 Colorado Governor: Beauprez vs. Hickenlooper
Rasmussen,2014,9/01 - 9/02,2014 Kentucky Senate: McConnell vs. Grimes
Fairleigh Dickinson,2014,9/01 - 9/07,2014 New Jersey Senate: Bell vs. Booker
Rasmussen,2014,9/01 - 9/07,2014 National House Race
We Ask America/Reboot Illinois,2014,9/02 - 9/02,2014 Illinois Governor: Rauner vs. Quinn
Boston Globe/SocialSphere,2014,9/02 - 9/03,2014 Massachusetts Governor Democratic Primary
Rasmussen,2014,9/02 - 9/03,2014 Oregon Governor: Richardson vs. Kitzhaber
Rasmussen,2014,9/02 - 9/03,2014 Oregon Senate: Wehby vs. Merkley
Harper (R),2014,9/02 - 9/03,2014 Pennsylvania Governor: Corbett vs. Wolf
Rasmussen,2014,9/02 - 9/03,2014 Louisiana Senate: Cassidy vs. Landrieu
Emerson College Polling Society,2014,9/02 - 9/04,2014 Massachusetts House: 6th District
Benenson (D-Davis),2014,9/02 - 9/04,2014 Texas Governor: Abbott vs. Davis
Mason-Dixon/Telemundo/Leadership Florida/Florida Press Association,2014,9/02 - 9/04,2014 Florida Governor: Scott vs. Crist
Kiley (D-DSCC),2014,9/02 - 9/04,2014 New Hampshire Senate: Brown vs. Shaheen
ARG,2014,9/02 - 9/04,2014 South Carolina Governor: Haley vs. Sheheen
POS (R-Tillis/NRSC),2014,9/02 - 9/04,2014 North Carolina Senate: Tillis vs. Hagan
NBC/Marist,2014,9/02 - 9/04,2014 Kentucky Senate: McConnell vs. Grimes
Tarrance (R-Tobin/NRCC),2014,9/02 - 9/04,2014 Arizona CD-01
Loras College,2014,9/02 - 9/05,2014 Iowa Governor: Branstad vs. Hatch
Loras College,2014,9/02 - 9/05,2014 Iowa House: 4th District
Loras College,2014,9/02 - 9/05,2014 Iowa House: 3rd District
Loras College,2014,9/02 - 9/05,2014 Iowa House: 1st District
Loras College,2014,9/02 - 9/05,2014 Iowa Senate: Ernst vs. Braley
Loras College,2014,9/02 - 9/05,2014 Iowa CD-02
Christopher Newport,2014,9/02 - 9/07,2014 Virginia Senate: Gillespie vs. Warner
MassINC/WBUR,2014,9/02 - 9/07,2014 Massachusetts Governor Democratic Primary
USC/LA Times,2014,9/02 - 9/08,2014 California Governor: Kashkari vs. Brown
Rasmussen,2014,9/02 - 9/08,2014 National House Race
Pew,2014,9/02 - 9/09,2014 National House Race
DCCC (D),2014,9/03 - 9/03,2014 Illinois House: 10th District
We Ask America,2014,9/03 - 9/03,2014 Wisconsin Governor: Walker vs. Burke
Rasmussen,2014,9/03 - 9/04,2014 Maine Governor: LePage vs. Michaud vs. Cutler
Rasmussen,2014,9/03 - 9/04,2014 Maine Senate: Collins vs. Bellows
Rasmussen,2014,9/03 - 9/04,2014 Colorado Governor: Beauprez vs. Hickenlooper
Rasmussen,2014,9/03 - 9/04,2014 Colorado Senate: Gardner vs. Udall
WPA Opinion Research (R-Walker),2014,9/03 - 9/04,2014 North Carolina CD-06
Glengariff/Detroit News/WDIV,2014,9/03 - 9/05,2014 Michigan Senate: Land vs. Peters
Glengariff/Detroit News/WDIV,2014,9/03 - 9/05,2014 Michigan Governor: Snyder vs. Schauer
Garin-Hart-Yang (D-DSCC),2014,9/03 - 9/06,2014 North Carolina Senate: Tillis vs. Hagan
"Normington, Petts & Associates (D-Americans for Responsible Solutions PAC)",2014,9/03 - 9/07,2014 New Hampshire House: 2nd District
"Normington, Petts & Associates (D-Americans for Responsible Solutions PAC)",2014,9/03 - 9/07,2014 New Hampshire House: 1st District
SurveyUSA/KOTA/KSFY/Aberdeen American News,2014,9/03 - 9/07,2014 South Dakota Governor: Daugaard vs. Wismer
SurveyUSA/KOTA/KSFY/Aberdeen American News,2014,9/03 - 9/07,2014 South Dakota Senate: Rounds vs. Weiland
SurveyUSA/KOTA/KSFY/Aberdeen American News,2014,9/03 - 9/07,2014 South Dakota House: At-Large District
NBC/WSJ,2014,9/03 - 9/07,2014 National House Race
Quinnipiac,2014,9/03 - 9/08,2014 Pennsylvania Governor: Corbett vs. Wolf
Quinnipiac,2014,9/03 - 9/08,2014 Connecticut Governor: Foley vs. Malloy
SurveyUSA/KFSN-TV,2014,9/03 - 9/08,2014 California CD-21
Chicago Tribune,2014,9/03 - 9/12,2014 Illinois Governor: Rauner vs. Quinn
Chicago Tribune,2014,9/03 - 9/12,2014 Illinois Senate: Oberweis vs. Durbin
Columbus Dispatch,2014,9/03 - 9/12,2014 Ohio Governor: Kasich vs. FitzGerald
Harper (R-Conservative Intelligence Briefing),2014,9/04 - 9/04,2014 Michigan Gubernatorial Republican Primary
Harper (R-Conservative Intelligence Briefing),2014,9/04 - 9/04,2014 Michigan Senate Republican Primary
PPP (D-South Carolina Democratic Party),2014,9/04 - 9/05,2014 South Carolina Governor: Haley vs. Sheheen
Harper (R),2014,9/04 - 9/05,2014 South Dakota Senate GE
Harper (R),2014,9/04 - 9/05,2014 South Dakota Senate GE
Harper (R),2014,9/04 - 9/05,2014 South Dakota Senate GE
Harper (R),2014,9/04 - 9/05,2014 South Dakota Senate: Rounds vs. Weiland
Harper (R),2014,9/04 - 9/05,2014 South Dakota Senate Republican Primary
Global Strategy Group (D-Peterson),2014,9/04 - 9/07,2014 Minnesota House: 7th District
Global Strategy Group (D-DGA),2014,9/04 - 9/07,2014 Illinois Governor: Rauner vs. Quinn
Mellman (D-Grimes),2014,9/04 - 9/07,2014 Kentucky Senate: McConnell vs. Grimes
Magellan (R-National Mining Association),2014,9/04 - 9/07,2014 Kentucky Senate: McConnell vs. Grimes
PPP (D),2014,9/04 - 9/07,2014 Florida Governor: Scott vs. Crist
ABC/Post,2014,9/04 - 9/07,2014 National House Race
PPP (D),2014,9/04 - 9/07,2014 Michigan Governor: Snyder vs. Schauer
PPP (D),2014,9/04 - 9/07,2014 Michigan Senate: Land vs. Peters
SurveyUSA/KSN-TV,2014,9/04 - 9/07,2014 Kansas Senate
SurveyUSA/KSN-TV,2014,9/04 - 9/07,2014 Kansas Governor: Brownback vs. Davis
WWNY-7 News/Siena,2014,9/04 - 9/09,2014 New York House: 21st District
Time Warner Cable News/Siena,2014,9/04 - 9/09,2014 New York House: 19th District
CNN,2014,9/05 - 9/07,2014 National House Race
Stockton,2014,9/05 - 9/08,2014 New Jersey Senate: Bell vs. Booker
SurveyUSA/11Alive,2014,9/05 - 9/08,2014 Georgia Senate: Perdue vs. Nunn
SurveyUSA/11Alive,2014,9/05 - 9/08,2014 Georgia Governor: Deal vs. Carter
SurveyUSA/WFLA-TV,2014,9/05 - 9/08,2014 Florida Governor: Scott vs. Crist
NBC/WSJ,2014,9/05 - 9/08,2014 National House Race
Gravis Marketing/TownHall.com,2014,9/05 - 9/09,2014 Louisiana Senate Primary
Gravis Marketing/TownHall.com,2014,9/05 - 9/09,2014 Louisiana Senate: Cassidy vs. Landrieu
Elon,2014,9/05 - 9/09,2014 North Carolina Senate: Tillis vs. Hagan
American Insights (R),2014,9/05 - 9/10,2014 North Carolina Senate: Tillis vs. Hagan
Gravis Marketing,2014,9/06 - 9/07,2014 Nebraska Senate Republican Primary
PPP (D),2014,9/06 - 9/09,2014 North Carolina Senate Republican Primary
PPP (D),2014,9/06 - 9/09,2014 North Carolina Senate GE
PPP (D),2014,9/06 - 9/09,2014 North Carolina Senate: Brannon vs. Hagan
PPP (D),2014,9/06 - 9/09,2014 North Carolina Senate GE
PPP (D),2014,9/06 - 9/09,2014 North Carolina Senate GE
PPP (D),2014,9/06 - 9/09,2014 North Carolina Senate GE
PPP (D),2014,9/06 - 9/09,2014 North Carolina Senate: Tillis vs. Hagan
PPP (D),2014,9/06 - 9/09,2014 North Carolina Senate GE
Suffolk/USA Today,2014,9/06 - 9/10,2014 Michigan Senate: Land vs. Peters
Suffolk/USA Today,2014,9/06 - 9/10,2014 Michigan Governor: Snyder vs. Schauer
Texas Lyceum,2014,9/06 - 9/20,2014 Texas Governor: Abbott vs. Davis
Texas Lyceum,2014,9/06 - 9/20,2014 Texas Gubernatorial Republican Primary
FOX,2014,9/07 - 9/09,2014 National House Race
Global Strategy Group (D-Hays),2014,9/07 - 9/09,2014 Arkansas CD-02
GQR (D-Maine Forward PAC),2014,9/07 - 9/10,2014 Maine Governor: LePage vs. Michaud vs. Cutler
Harstad (D-Senate Majority PAC),2014,9/07 - 9/10,2014 Alaska Senate: Sullivan vs. Begich
EPIC-MRA,2014,9/07 - 9/10,2014 Michigan Governor: Snyder vs. Schauer
EPIC-MRA,2014,9/07 - 9/10,2014 Michigan Senate: Land vs. Peters
Newsday/News 12 Long Island/Siena,2014,9/07 - 9/11,2014 New York House: 1st District
Myers (D-Project New America),2014,9/07 - 9/14,2014 Colorado Senate: Gardner vs. Udall
Myers (D-Project New America),2014,9/07 - 9/14,2014 Colorado Governor: Beauprez vs. Hickenlooper
PPP (D-Maine Conservation Voters Action Fund),2014,9/08 - 9/09,2014 Maine Governor: LePage vs. Michaud vs. Cutler
Rasmussen,2014,9/08 - 9/09,2014 Ohio Governor: Kasich vs. FitzGerald
GBA Strategies (D-DCCC),2014,9/08 - 9/10,2014 New Jersey House: 3rd District
Mason-Dixon/Star Tribune,2014,9/08 - 9/10,2014 Minnesota Governor: Johnson vs. Dayton
Mason-Dixon/Star Tribune,2014,9/08 - 9/10,2014 Minnesota Senate: McFadden vs. Franken
Rasmussen,2014,9/08 - 9/10,2014 Florida Governor: Scott vs. Crist
SurveyUSA/Denver Post,2014,9/08 - 9/10,2014 Colorado Senate: Gardner vs. Udall
SurveyUSA/Denver Post,2014,9/08 - 9/10,2014 Colorado Governor: Beauprez vs. Hickenlooper
CNN,2014,9/08 - 9/10,2014 Iowa Senate: Ernst vs. Braley
Rasmussen,2014,9/08 - 9/10,2014 North Carolina Senate: Tillis vs. Hagan
MPRC,2014,9/08 - 9/10,2014 Maine Governor: LePage vs. Michaud vs. Cutler
MPRC,2014,9/08 - 9/10,2014 Maine Senate GE
Gravis Marketing,2014,9/08 - 9/11,2014 Arkansas Senate: Cotton vs. Pryor
Gravis Marketing,2014,9/08 - 9/11,2014 Arkansas Governor: Hutchinson vs. Ross
CNN,2014,9/08 - 9/11,2014 New Hampshire Senate: Brown vs. Shaheen
Abt SRBI Inc/Atlanta Journal-Constitution,2014,9/08 - 9/11,2014 Georgia Senate: Perdue vs. Nunn
Abt SRBI Inc/Atlanta Journal-Constitution,2014,9/08 - 9/11,2014 Georgia Governor: Deal vs. Carter
Ipsos/Reuters,2014,9/08 - 9/12,2014 Kentucky Senate: McConnell vs. Grimes
Rasmussen,2014,9/08 - 9/14,2014 National House Race
PPIC,2014,9/08 - 9/15,2014 California Governor: Kashkari vs. Brown
Rasmussen,2014,9/09 - 9/10,2014 Hawaii Senate: Cavasso vs. Schatz
Rasmussen,2014,9/09 - 9/10,2014 Hawaii Governor: Aiona vs. Ige
SurveyUSA/Civitas (R),2014,9/09 - 9/10,2014 North Carolina Senate: Tillis vs. Hagan
The Polling Company Inc./WomanTrend (R),2014,9/09 - 9/11,2014 Oregon Senate: Wehby vs. Merkley
Albuquerque Journal/Research & Polling,2014,9/09 - 9/11,2014 New Mexico Governor: Martinez vs. King
Albuquerque Journal/Research & Polling,2014,9/09 - 9/11,2014 New Mexico Senate: Weh vs. Udall
Kiley (D-DSCC),2014,9/09 - 9/11,2014 New Hampshire Senate: Brown vs. Shaheen
Landmark (R),2014,9/09 - 9/11,2014 Georgia Governor: Deal vs. Carter
Landmark (R),2014,9/09 - 9/11,2014 Georgia Senate: Perdue vs. Nunn
McLaughlin (R-Curbelo),2014,9/09 - 9/11,2014 Florida CD-26
NY1/Capital New York/Siena,2014,9/09 - 9/14,2014 New York CD-11
Rasmussen,2014,9/09 - 9/15,2014 National House Race
Global Strategy Group (D-Mayday PAC),2014,9/10 - 9/10,2014 New Hampshire Senate: Brown vs. Shaheen
New England College,2014,9/10 - 9/11,2014 New Hampshire House: 2nd District
New England College,2014,9/10 - 9/11,2014 New Hampshire House: 1st District
